job_name,job_request,position_label,job_advantage,description,work_addr,comp_name,comp_domain,comp_stage,comp_scale,comp_invest,lagou_comp_page,comp_index_page,lg_url
数据挖掘工程师,15k-25k /深圳 / 经验1-3年 / 本科及以上 / 全职,数据分析<p>算法<p>数据挖掘<p>机器学习<p>大数据,最火行业，独角兽公司，技术氛围浓，成长空间大,职位描述：<p>工作职责：<p>1、海量图像数据的结构化处理，聚类分析，关联分析；<p>2、基于图像大数据核心业务流程的优化和挖掘；<p>3、大数据分析平台和数据挖掘平台的系统设计、开发和优化；<p>任职要求：<p>1、扎实的计算机理论、统计学、数据挖掘理论基础；<p>2、熟悉聚类、分类、回归、图模型等机器学习算法， 对常见的核心算法理解透彻，有实际建模经验；<p>3、能熟练使用C++、Python、Java、Scala、R等编程语言中至少一种者优先；<p>4、1年以上工作经验，参与过至少1个大型数据挖掘工程项目，并在其中担任模型设计和调优等主要工作；<p>5、良好的逻辑思维能力，对数字敏感，能够发现关键数据，善于发现和分析问题；<p>6、热爱学习，善于沟通，为人正直，诚信，有较强的事业心。<p>有以下经验尤佳：<p>1、熟悉机器视觉、图像分类、图像聚类，有相关项目经验；<p>2、熟悉海量数据处理、最优化算法、分布式计算或高性能并行计算，有相关项目经验；<p>3、熟悉网络爬虫、物品/商品画像、用户画像建模，有相关工作经验；<p>4、精通数据挖掘模型优化；,深圳 - 福田区 - 上步 - 上步中路1003号科学馆7层,云天励飞,移动互联网,A轮,150-500人,真格基金(天使轮),https://www.lagou.com/gongsi/95529.html,http://www.intellif.com/,https://www.lagou.com/jobs/4020406.html
数据挖掘工程师,20k-30k /北京 / 经验1-3年 / 本科及以上 / 全职,媒体<p>资深<p>算法<p>机器学习<p>数据挖掘<p>自然语言处理,氛围好，弹性工作，鼓励发展,职位描述：<p>工作职责：<p> 1、参与构建数据挖掘体系，并构建各种模型解决实际问题；<p> 2、参与媒体新闻挖掘相关工作<p><p>任职要求：<p> 1、本科以上学历，有2-3年的数据挖掘经验，有较多的项目经验；<p> 2、有较强的java/python开发能力；<p> 3、熟悉常见的分类、聚类、回归、时间序列、关联分析等算法；<p> 4、优秀的分析问题和解决问题的能力,北京 - 东城区 - 左家庄 - 当代 MOMA,FellowPlus,金融,A轮,50-150人,,https://www.lagou.com/gongsi/36451.html,http://www.fellowplus.com/,https://www.lagou.com/jobs/3090330.html
数据挖掘工程师,20k-40k /北京 / 经验1-3年 / 本科及以上 / 全职,广告营销<p>数据<p>数据挖掘,广阔的发展空间，有竞争力的薪资,职位描述：<p>工作职责：<p>1、基于大规模用户数据，运用机器学习/数据挖掘的理论和方法，建立和优化通用或特定领域内的用户自然属性、兴趣模型、状态模型；<p>2、基于用户模型和内容模型，实现个性化推荐、精准广告等研发与应用，提高陌陌产品用户体验和广告投放效果；<p>3、建立策略效果评估机制和监控体系，持续对策略/框架做出合理地调整或改进；<p>4、从系统应用的角度，利用数据挖掘/数理统计的理论和方法解决实际问题。<p>职位要求：<p>1、计算机、应用数学、模式识别或相关专业本科及以上学历（硕士或博士优先）；<p>2、扎实的机器学习/推荐算法/数据挖掘理论和技术基础，有2年以上的实际工作经验；<p>3、熟练掌握至少一种编程语言，C++、Java、Python、Scala；<p>4、熟悉Linux开发环境；<p>5、有用户画像、推荐系统、精准广告等方面的实际工作经验优先；<p>6、熟悉Hadoop生态系统 / Spark / Hive / Hbase / Redis / Storm等使用经验者优先；<p>7、具有良好的学习能力、时间和流程意识、沟通协作能力。,北京 - 朝阳区 - 望京 - 望京阜通东大街1号望京soho，塔2，B座20层,陌陌,社交网络,上市公司,500-2000人,,https://www.lagou.com/gongsi/129.html,http://www.immomo.com/,https://www.lagou.com/jobs/449812.html
【社招】【搜狐大数据中心】数...,20k-40k /北京 / 经验1-3年 / 本科及以上 / 全职,hadoop<p>数据挖掘<p>大数据,15天带薪年假+不定期TB+部门零食,职位描述：<p>【部门介绍】<p>搜狐大数据中心，作为搜狐计算和数据支撑平台，为公司提供全方位的大数据解决方案，涵盖分布式储存和计算基础设施、一站式大数据管理和应用、精准化运营和决策、全平台用户画像、垂直产品个性化推荐引擎等，致力打造搜狐数据中心的同时，也在追求大数据产品的云化服务，运用最先进的技术，为业务和用户创造更多价值 。<p><p>岗位描述：<p>应用数据挖掘/机器学习等技术，对海量用户行为和内容信息挖掘建模，挖掘潜在商业价值，应用于数据智能业务。<p>基于PB以上级别的数据，深度分析数据特征，挖掘数据价值；<p>应对PB以上级别数据的交互式查询、计算、存储；<p>基于埋点数据和客户等数据，深度分析数据中的规律，挖掘数据价值； <p>任职要求：<p>良好的逻辑思维能力，能够从海量数据中发现有价值的规律<p>熟悉linux平台，熟练掌握Python/C等至少一种编译语言，对数据结构和算法设计有较为深刻的理解。<p>熟悉数据挖掘、机器学习、自然语言处理、文本理解等相关技术<p>有大规模用户行为数据和内容数据挖掘分析经验者优先<p>具备良好的沟通能力和团队合作精神<p>优秀的分析问题和解决问题的能力，对解决具有挑战性问题充满激情<p><p>【部门介绍】<p>搜狐大数据中心，作为搜狐计算和数据支撑平台，为公司提供全方位的大数据解决方案，涵盖分布式储存和计算基础设施、一站式大数据管理和应用、精准化运营和决策、全平台用户画像、垂直产品个性化推荐引擎等，致力打造搜狐数据中心的同时，也在追求大数据产品的云化服务，运用最先进的技术，为业务和用户创造更多价值 。,北京 - 海淀区 - 搜狐媒体大厦,搜狐集团,移动互联网，广告营销,上市公司,2000人以上,,https://www.lagou.com/gongsi/106303.html,http://www.sohu.com/,https://www.lagou.com/jobs/3978614.html
数据挖掘工程师,15k-20k /上海 / 经验3-5年 / 本科及以上 / 全职,数据开发<p>数据挖掘<p>机器学习<p>深度学习<p>大数据,团队氛围好，项目前景好,职位描述：<p>职位职责：<p>1）根据业务需要开发数据挖掘模型；<p>2）部署和维护已开发的挖掘模型；<p>3）协助和配合部分数据平台的开发工作；<p><p>任职要求：<p>1）熟悉主流数据挖掘和机器学习模型；<p>2）属性主流的开发建模软件（R和python等）；<p>3）具有良好的业务感觉；<p>4）具有良好的沟通能力和团队协作；,上海 - 浦东新区 - 世纪公园 - 由由世纪广场1号楼21楼,大查柜,电子商务，生活服务,未融资,15-50人,,https://www.lagou.com/gongsi/136766.html,http://www.ikuaidi.com/,https://www.lagou.com/jobs/4180708.html
数据挖掘/推荐算法工程师,25k-40k /北京 / 经验1-3年 / 硕士及以上 / 全职,算法<p>推荐<p>机器学习<p>数据挖掘,大牛，人性化管理，靠谱团队，技术氛围好,职位描述：<p>1、基于最前沿的深度/机器学习技术，开发可供不同行业、场景使用的大规模线上推荐系统<p>2、针对具体的场景，研发新的推荐策略和算法，并不断优化使之在效果和性能上达到行业最高标准<p>3、基于当前服务的客户遇到的实际问题，进行分析，找到提高整体效果的策略和算法改进方案<p>岗位要求:<p>1、985、211院校计算机相关专业，一年或以上工作经验；<p>2、熟悉Hadoop/Hive/Hbase/Spark系技术，有1年以上的实际使用经验；3、熟悉Linux开发环境，熟悉Java、Python等；<p>4、有互联网公司推荐系统在线、离线计算相关开发经验者优先；<p>5、对机器学习和数据挖掘的原理和算法有了解优先；,北京 - 海淀区 - 中关村 - 中关村中钢国际大厦,深睿医疗,移动互联网，医疗健康,A轮,50-150人,,https://www.lagou.com/gongsi/210070.html,http://www.deepwise.com/,https://www.lagou.com/jobs/3985588.html
高级/资深数据挖掘工程师,15k-30k /杭州 / 经验1-3年 / 硕士及以上 / 全职,算法<p>数据挖掘<p>大数据,18薪，免费工作餐，免费班车，团队优秀,职位描述：<p>职位描述：<p>1、负责数据挖掘系统的设计研发<p>2、负责利用大数据相关技术进行数据挖掘支撑，包括用户行为特征挖掘、数据建模、关联分析等。<p><p>资格要求：<p>1、硕士或以上学历，计算机、数学相关专业毕业；<p>2、精通Java编程，了解Linux/Unix平台；<p>3、有较好的逻辑分析和数据分析能力，解决问题能力强；<p>4、熟悉数据挖掘、机器学习、自然语言处理的理论；<p>5. 了解Hadoop，Spark，Storm等一种以上大数据处理工具和技术；<p>6、有搜索、自然语言处理、图像识别、数理统计等相关领域工作经验优先；<p>7、有大型互联网工作经验的优先。,杭州 - 滨江区 - 网易(杭州)网络有限公司,网易,电子商务，移动互联网,上市公司,2000人以上,,https://www.lagou.com/gongsi/329.html,http://hr.163.com/,https://www.lagou.com/jobs/4148022.html
数据挖掘讲师,18k-30k /北京 / 经验3-5年 / 学历不限 / 全职,算法<p>数据挖掘<p>大数据<p>机器学习,人工智能，数据挖掘,职位描述：<p>职责描述：<p>1、负责数据挖掘课程的设计和授课；<p>2、负责实训课程的设计和授课；<p>  任职要求：<p>1、本科及以上学历，计算机、数学、统计学等相关专业；<p>2、2年以上数据挖掘工作经验，拥有大中型数据挖掘实际项目经验者优先；<p>3、要求熟练掌握python、java、scala任意一种编程语言；<p>4、熟悉主流的数据挖掘算法，如逻辑回归、决策树、神经网络、随机森林等机器学习算法<p>5、了解Hadoop生态圈、Spark生态圈相关大数据技术；,北京 - 海淀区 - 上地 - 上地软件园南路57号,北京八维研修学院,教育,未融资,2000人以上,,https://www.lagou.com/gongsi/114259.html,http://www.bwie.com/,https://www.lagou.com/jobs/3893534.html
数据挖掘架构师,30k-60k /北京 / 经验5-10年 / 本科及以上 / 全职,架构师<p>大数据<p>数据挖掘,五险一金、平台好、团队温馨、领导nice,职位描述：<p>岗位职责：<p>1. 带领公司BI团队<p>2. 负责公司大数据分析平台搭建，相关数据的处理、分析、统计、挖掘工作<p>3. 针对具体业务问题，研究用户行为等因素，进行数据分析验证并提出改善举措<p>4. 以数据来驱动公司的运营<p>    任职要求：<p>1、计算机、信息系统、数学或相近专业本科以上学历，5年以上软件研发经验；<p>2、熟悉Spark／Hadoop/Hive/HBase/并有实战经验；<p>3、具备Java开发经验， 熟悉Scala， Python优先，精通SQL；<p>4、有海量在线、离线数据分析系统设计和开发经验；<p>5、深入理解主流数据挖掘算法及其原理，能根据业务场景，建立挖掘模型，选择最合适和高效的算法并实现；<p>6、需要有很强的学习能力、自我管理能力、能够在压力环境下工作；<p>7、需要有责任心， 工作积极主动， 思路清晰，擅长沟通、有团队合作精神。,北京 - 朝阳区 - 来广营 - 广顺北大街5号融创动力科技文化创意产业园B座一层C136,惠民网,电子商务,B轮,2000人以上,达晨创投、金浦投资，中信基金、浙商创投、洪泰基金(A轮),https://www.lagou.com/gongsi/49187.html,http://www.huimin.cn/,https://www.lagou.com/jobs/4135659.html
数据挖掘工程师,15k-25k /珠海 / 经验3-5年 / 本科及以上 / 全职,金融<p>算法<p>数据挖掘<p>机器学习<p>大数据,技术氛围好，薪酬福利高，行业前景好,职位描述：<p>工作职责：<p>参与WPS迷你信息流、会员服务等相关的数据挖掘开发工作<p><p>岗位要求：<p>1、精通推荐系统底层设计与开发，熟悉推荐算法与模型设计<p>2、最近2年，有带团队实战经验优先<p>3、有今日头条、百度、新浪微博、天天快报、一点资讯，信息流推荐从业经验优先<p>4、有机器学习经验者优先,- 前湾二路39号金山软件园研发5号楼,金山办公软件,移动互联网,上市公司,2000人以上,,https://www.lagou.com/gongsi/7835.html,http://www.kingsoft.com/,https://www.lagou.com/jobs/3981944.html
数据挖掘工程师,15k-25k /上海 / 经验1-3年 / 硕士及以上 / 全职,搜索<p>算法<p>数据挖掘<p>推荐<p>NLP<p>人工智能,人工智能，百度系团队，核心业务，算法工程,职位描述：<p>岗位描述：<p>1、通过海量数据挖掘、机器学习等方法进行核心策略的研究及开发<p>2、用户分析、理解及建模，持续提升用户产品体验<p>3、高性能、高并发的机器学习、数据挖掘方法及架构的研发<p>4、算法及数据挖掘在新业务领域的推进及应用<p><p>任职资格：<p>1、计算机/数学/统计学等相关专业硕士及以上学历<p>2、精通一门或多门开发语言（Python、C++、Java等）<p>3、对算法、海量数据挖掘有业界实践经验，熟悉机器学习、数据挖掘方法优先考虑；<p>4、善于独立思考，逻辑清晰，热爱挑战，具备快速学习能力；<p>5、具备良好的沟通能力和团队合作精神,上海 - 浦东新区 - 张江 - 亮秀路112号Y1座,达观数据,移动互联网,A轮,50-150人,获得真格基金领投 1000万天使投资(天使轮)，软银赛富、方广资本、真格基金、众麟资本(A轮),https://www.lagou.com/gongsi/97882.html,http://www.datagrand.com/,https://www.lagou.com/jobs/3842050.html
数据挖掘工程师,25k-40k /上海 / 经验3-5年 / 本科及以上 / 全职,算法<p>数据挖掘<p>大数据<p>机器学习,平台好，领导亲切，6险2金，福利待遇好,职位描述：<p>职责要求：<p>1.负责个性化推荐等机器学习算法的理论及发展研究，并能通过代码进行离线测试分析<p>2.负责业务推荐相关数据处理和清洗工作，生成有价值的特征数据<p>3.日常的业务数据统计和数据分析工作<p>  任职要求：<p>  1.数学，统计学，计算机相关专业，3年及以上数据挖掘建模经验<p>2.数学统计等理论基础扎实，扎实的编程基础，熟练使用Python，R等<p>3.熟悉常用机器学习算法，如：逻辑回归、决策树、随机森林、GBDT、word2vec等<p>4.熟悉深度学习常用工具包，例如：Tensorflow，Sklearn等<p>5.深入研究各种算法的理论和实现，有个性化推荐、自然语言处理、反作弊相关经验者优先<p>6.有较强的团队协作能力，英语基础良好优先,上海 - 浦东新区 - 上海浦东新区盛荣路88弄7号楼7楼,游卡桌游,游戏，移动互联网,不需要融资,500-2000人,,https://www.lagou.com/gongsi/114739.html,http://www.yokagames.com/,https://www.lagou.com/jobs/4076748.html
金融统计建模/数据挖掘,25k-50k /北京 / 经验5-10年 / 硕士及以上 / 全职,金融<p>建模<p>大数据<p>数据分析<p>数据挖掘<p>资信评估,上市公司 优秀团队,职位描述：<p>工作职责：<p>1) 使用大数据工具进行海量数据的分析，并保证数据获取和数据处理等各阶段的数据质量，包括数据收集、数据归一化、数据转换等；<p>2) 研究和选择适合的统计方法和计算机算法，使用统计学和数学建模的技术，建立高质量的模型，以解决商业问题；<p>3) 确保高质量的对数据和模型的校验和监控，并保证模型的部署和实施；<p>4) 管理好建模的项目，并能够与相关团队合作，提供高质量的数据分析；<p>5) 能够设计丰富的可视化方法，用于和公司领导层以及其他团队沟通复杂的技术问题。<p>任职资格：<p>1) 统计学、数学、计量经济学、计算机（数据挖掘方向）等专业硕士或以上学历；<p>2) 5年以上在大型数据上做数据清理、数据分析的研究或工业界经验；<p>3) 5年以上做预测性模型和数据挖掘的研究或工业界经验；<p>4) 具备良好的跨部门沟通技巧，2年以上的人员或项目管理经验；<p>5) 2年以上大型金融机构的工作经验；<p>6) 2年以上信用风险模型的工作经验；<p>7) 至少熟悉以下语言中的一种：Java， C， C++， Python；<p>8) 至少熟悉以下语言中的一种：SAS， R， SQL；<p>9) 至少熟悉以下分析方法中的三种：Decision Tree， Random Forest， Regression， Logistic Regression， Predictive Model， Survival Analysis， Neural Network， SVM。,北京 - 朝阳区 - 姚家园 - 姚家园南路1号惠通时代广场8号楼 猎豹移动全球总部,猎豹移动,移动互联网，信息安全,上市公司,500-2000人,,https://www.lagou.com/gongsi/133.html,http://www.cmcm.com/,https://www.lagou.com/jobs/3700129.html
中高级数据挖掘工程师,15k-25k /杭州 / 经验3-5年 / 本科及以上 / 全职,算法<p>数据挖掘<p>大数据<p>数据分析,年底多薪，技术大牛，氛围活跃,职位描述：<p>1. 本科及以上学历，背景要求为统计、数学、计算机或相关数量分析领域，2年以上小额贷款反欺诈、信用评分的经验； <p>2.灵活运用数量分析方法解决实际的商业应用问题，具有GLM、决策树、神经网络、随机森林、深度学习等算法实际使用经验<p>3.参与多个预测模型全生命周期的开发，至少独立完成一个业务预测问题的模型开发且上线稳定<p>4.能熟练运用SQL、SAS、R、python等工具进行建模分析与策略制定<p>5.拥有海量数据处理经验者优先，熟悉Hadoop/Spark优先,杭州 - 西湖区 - 西溪 - 文一西路767号绿城西溪国际D座2F,魔蝎科技,数据服务，移动互联网,B轮,50-150人,,https://www.lagou.com/gongsi/139350.html,http://www.91moxie.com/,https://www.lagou.com/jobs/3034302.html
数据挖掘高级工程师,25k-50k /北京 / 经验3-5年 / 本科及以上 / 全职,本地生活<p>高级<p>大数据<p>机器学习<p>数据挖掘,绩效奖金，免费班车,职位描述：<p>岗位职责：<p>1. 负责O2O领域美食行业的知识图谱建设，包括不限于商户画像，菜品画像，位置画像；<p>2. 使用挖掘和算法的手段进行数据价值探索，为商家经营赋能<p>3. 参与机器学习，精准营销的策略服务和系统建设<p>  职位要求：<p>1. 掌握机器学习相关算法，如GBDT，LR，KNN等分类聚类算法；<p>2. 至少精通Java ， Python，Scala三种之一；<p>3. 掌握hadoop，spark等分布式大数据处理技术和机器学习框架。<p>4. 具备较强的数据分析能力，能够基于复杂的业务场景快速建模和设计算法；<p>5. 优秀的沟通能力，踏实和坚持不懈的工作态度；<p>6. 3年以上，有互联网相关工作经验优先；,北京 - 朝阳区 - 望京 - 望京,美团点评,移动互联网，O2O,D轮及以上,2000人以上,,https://www.lagou.com/gongsi/50702.html,http://www.meituan.com/,https://www.lagou.com/jobs/3066320.html
数据挖掘工程师（用户画像...,20k-30k /北京 / 经验3-5年 / 学历不限 / 全职,高级<p>数据挖掘<p>大数据,离地铁近，平台好，数据量大，领导好,职位描述：<p>岗位职责：<p><p>1、利用统计分析、机器学习、自然语言处理等方法建立数据模型，针对海量用户行为和内容信息建模，构建和优化用户画像以及餐饮、零售等领域画像模型；<p><p>2、负责用户画像数据准备、标签开发与标签评测，以及用户画像在实际中的应用，并根据反馈优化用户画像。<p><p><p>任职资格：<p><p>1、计算机及相关专业本科及以上学历，3年及以上数据挖掘经验，熟练使用常用算法和数据结构，对算法有较强的实现能力；<p><p>2、参与过用户画像建模、用户画像系统或DMP系统的开发工作；<p><p>3、有一定业务数据敏感度，较强的数据分析能力，逻辑思考，问题定位解决能力；<p><p>4、掌握基于hadoop或hbase等大数据平台工具的开发与设计，熟悉Hive，map/reduce开发；<p><p>5、具有良好的沟通能力和团队协作精神，有较强的数据处理和分析能力。,北京 - 朝阳区 - 百子湾 - 化工路 地铁七号线化工站C口南150米 云享客联合办公2F,迈外迪,移动互联网，O2O,D轮及以上,150-500人,小米科技(B轮)，腾讯+点评(C轮),https://www.lagou.com/gongsi/1638.html,http://www.wiwide.com/,https://www.lagou.com/jobs/3259848.html
数据挖掘工程师（付融宝）,15k-20k /南京 / 经验3-5年 / 本科及以上 / 全职,金融<p>数据挖掘<p>大数据<p>数据分析,高薪，能力提平台,职位描述：<p>岗位职责：<p> 1、负责理解业务需求，运用统计建模，数据挖掘，机器学习方法解决实际问题；<p> 2、负责利用数据挖掘的方法发现新的维度特征；<p> 3、负责模型的开发，评估，部署，监控优化工作；<p> 4、负责深入业务，利用对数据的理解支撑各个业务部门的数据决策<p>  岗位要求:<p> 1、具有统计学、数学、计量经济学相关专业背景，掌握扎实的统计学，数据挖掘，机  器学习理论基础；<p> 2、深刻理解模型算法背后的数据原理;<p> 3、熟练掌握python/R编程语言;<p> 4、具有数据挖掘，机器学习相关项目实践经验;<p> 5、自我驱动能力，对新技术有强烈求知欲和学习能力;<p> 6、良好的团队沟通和客户沟通能力;<p> 7、有金融行业工作经验者优先;,南京市市市 - 建邺区 - 南湖 - 奥体大街68号研发总部园二期2栋22层,中地控股,移动互联网，金融,不需要融资,500-2000人,,https://www.lagou.com/gongsi/83712.html,http://www.cland.com/,https://www.lagou.com/jobs/3550689.html
数据挖掘专家,30k-60k /上海 / 经验不限 / 学历不限 / 全职,数据分析<p>算法<p>数据挖掘<p>机器学习<p>深度学习<p>NLP,准上市，人工智能,职位描述：<p>1、与世界一流的反洗钱专家合作，共同打造互联网金融反洗钱标杆，建设互联网金融反洗钱标准；<p><p>2、研究蚂蚁金服每天数亿用户的金融行为，包括资金转账、淘宝/天猫交易、网商银行借贷、理财产品购买、国际跨境汇款等等，并基于分类、标注、聚类等机器学习手段，从中挖掘出异常金融行为，如信用卡套现、非法集资、毒品交易洗钱等；<p><p>3、基于整个蚂蚁的大数据，挖掘客户的360度特征，在客户身份识别上做出创新，如基于复杂网络挖掘资金来源、基于时间序列挖掘用户行为偏好等等，并把成果应用在异常交易识别、客户风险分级上；<p><p>4、基于文本模糊匹配、ngram语言模型等技术，建设世界一流的制裁名单扫描引擎，实时的识别国际金融行为的风险，保护国际支付宝用户，符合OFAC监管要求。,上海 - 浦东新区 - 梅园 - 上海中心,阿里巴巴,移动互联网，金融,不需要融资,2000人以上,,https://www.lagou.com/gongsi/201154.html,http://www.alipay.com/,https://www.lagou.com/jobs/4189714.html
中级数据挖掘工程师,8k-13k /上海 / 经验3-5年 / 本科及以上 / 全职,数据分析<p>数据挖掘,年轻的团队，快速成长,职位描述：<p>职位描述：<p>1、作为项目成员独立完成基于数据挖掘/分析的数据服务项目的部分模块工作<p>2、使用分布式技术Greenplum、Hadoop、Spark等，设计数据流框架，出整体技术方案<p>3、独立研究数据挖掘模型，参与数据挖掘模型的构建、维护、部署和评估，引入数据分析方法及模型到实际分析工作当中<p>4、直接与客户进行沟通，能理解客户真实需求，并需要时给客户在技术/数据挖掘提供相关培训<p>职位要求：<p>1、本科以上学历：计算机、信息技术、数学、统计等<p>2、2-5年数据分析或编程工作经验<p>3、有强烈的的责任感和敬业精神，良好的沟通能力以及团队合作能力<p>4、熟悉Linux操作系统，精通SQL语法，熟悉存储过程、函数等，能编写复杂SQL<p>5、熟悉R、Python或类似功能语言中的一种<p>6、熟悉Greenplum、Hadoop、Spark等分布式技术，有相关项目经验者优先<p>7、有数据挖掘/机器学习/自然语言处理相关背景优先<p>8、有相关电商、零售行业项目经验者优先,上海 - 徐汇区 - 龙华 - 天钥桥路1000号徐汇苑商务楼5楼,数云,企业服务，数据服务,C轮,150-500人,阿里巴巴(C轮)，通鼎互联(B轮),https://www.lagou.com/gongsi/7502.html,http://www.shuyun.com/,https://www.lagou.com/jobs/2862561.html
蚂蚁金服-数据挖掘/算法专...,25k-50k /杭州 / 经验3-5年 / 本科及以上 / 全职,金融<p>数据挖掘<p>机器学习<p>深度学习<p>反作弊<p>人工智能,顶尖的技术，技术氛围好，成长晋升快，专场极速面,职位描述：<p>岗位描述：<p>在这里我们面对的不再是噪音高、非结构化信息比重大、商业价值偏低的数据；面对的将会是是真实的交易数据，亿级别消费者的商业行为，数十万级外部商户数据供你研究。我们不单单做基于分布式环境的离线算法实施，同时我们也会面对海量数据下实时增量的算法实施的挑战，如果你对这些有兴趣；如果你致力于用数据改变中国金融环境；如果你想建立整个中国消费者的信用体系；如果你想让支付的体验更加便捷与安全，请加入我们。 具体来说，我们使用机器学习和分布式计算的最前沿技术，来为亿万用户的每一笔消费保驾护航，为广大消费者撑起了安全的保护伞。 <p>岗位描述： <p>1. 应用机器学习，对海量数据进行挖掘，发现其潜在关系，指导业务发展； <p>2. 和业务部门密切配合，深入理解风控业务，使用机器学习方法刻画交易风险并实现原型系统 <p>3. 探索最新算法在风控领域的具体实现，有深度学习相关经验优先。 <p>4. 协助并指导新人完成相关数据挖掘项目。<p>岗位要求：<p>1. 数学、统计、计算机等相关专业硕士及以上学历； <p>2. 三年以上海量数据下机器学和算法实施相关工作经验，对数据有敏锐的洞察力 <p>3. 熟悉python或者R进行数据处理和数据分析； <p>4. 有金融行业、会员研究、风险防控等领域经验的优先考虑。,杭州市 - 西湖区 - 仓前 - 西溪园区,蚂蚁金服集团,金融，移动互联网,B轮,2000人以上,,https://www.lagou.com/gongsi/153849.html,https://www.antfin.com/,https://www.lagou.com/jobs/3317990.html
数据挖掘,15K-20K /杭州 / 经验1-3年 / 本科及以上 / 全职,数据挖掘<p>机器学习<p>深度学习,福利好，待遇高，工作氛围好,职位描述：<p>要求:<p>了解python或者c/c++/java任何一门主流编程语言， 熟悉python者优先考虑.<p>具备通用软件设计理念和模式。<p>熟悉常用数据结构与算法模型，能够对算法复杂度进行分析和调优。<p>熟悉图像中对象检测，识别，跟踪算法，有深度学习理论和实践知识优先。<p>具备良好的沟通能力和自学能力，能够承受压力。<p>软件工程专业，计算机专业211/985应届毕业生优先考虑。<p>欢迎优秀硕士来公司做毕业设计。<p>工作内容：<p>医学图像病灶识别算法实现，能够对已有算法进行调试优化。<p>负责配合博士进行算法的校验测试工作。,杭州 - 下沙 - - 三号大街三号（文泽地铁口附近）,健培,移动互联网，医疗健康,不需要融资,150-500人,,https://www.lagou.com/gongsi/69641.html,http://www.jianpeicn.com/,https://www.lagou.com/jobs/2795702.html
数据挖掘／算法工程师,15k-30k /北京 / 经验3-5年 / 本科及以上 / 全职,算法<p>数据处理<p>数据挖掘<p>大数据<p>数据分析,前沿技术培，带薪年假，不打卡，地铁周边,职位描述：<p>工作职责：<p>1.实现大数据平台上的核心算法；<p>2.对海量数据进行挖掘，对用户行为、业务行为、日志事件等多种类型数据进行分析、建模，指导制定各种策略，完成各类决策判断。<p><p>任职要求：<p>1.计算机、数学、统计或其他相关专业本科及以上学历；<p>2.具有统计建模、机器学习（聚类、分类、回归等）或数据挖掘应用的项目或研究经验；<p>3.具备优秀的逻辑思维能力，能够独立思考，善于分析问题与解决问题；<p>4.具有扎实的编程基础，至少能够掌握一种编程语言（Java／Scala）；熟悉Python者优先；<p>5.具有一定的分布式数据处理经验，熟悉Hadoop、Storm、Spark中的一种或几种；<p>6.能熟练使用至少一种统计分析工具（如SPSS、SAS、R、Matlab等）者优先。,北京 - 西城区 - 新街口外大街28号普天德胜A座4层,北京数介科技有限公司,数据服务,A轮,50-150人,,https://www.lagou.com/gongsi/125634.html,http://www.aleiye.cn/,https://www.lagou.com/jobs/4181992.html
数据挖掘/讲师,15k-25k /北京 / 经验3-5年 / 学历不限 / 兼职,数据分析<p>数据挖掘<p>教育,时间自由，分成收益，持续分成,职位描述：<p>岗位职责：<p>1.根据用户的学习需求，设计开发更具有前瞻性与实用性的课程；完成课程一体化设计方案，包括教学内容、教学大纲、教学指南、教学活动等；<p>2.按照教学计划要求，完成在线课程录制，优化改进；<p>3.完善培训教辅材料、案例体系，制定课程考核标准，并建立题库；<p>4.指导助教开展网上学习辅导活动，帮助助教提高专业教学能力<p>任职要求：<p>1.5年以上知名互联网数据分析背景，对数据分析有丰富的，深入的实战经验，热爱分享，逻辑思路清晰，普通话标准，语言表达流畅，合作精神佳者优先<p>2.有深厚的理论与实战经验，案例方向最好是电商数据，金融数据，用户行为数据，新品销售数据等<p>3.数据挖掘常用算法推导<p>   WEKA数据挖掘<p>   RapidMiner数据挖掘,北京 - 海淀区 - 魏公村 - 北京理工大学国防科技园2号楼十层,慕课网,移动互联网，教育,不需要融资,50-150人,,https://www.lagou.com/gongsi/6040.html,http://www.imooc.com/,https://www.lagou.com/jobs/3884110.html
数据挖掘工程师,15k-25k /珠海 / 经验不限 / 大专及以上 / 全职,高级<p>数据分析<p>算法<p>数据挖掘<p>大数据<p>机器学习,团队旅游，年终奖，免费三餐，补充医疗,职位描述：<p>岗位职责：<p>1、基于数千万wps用户数据，建立对用户和对内容的深入理解；<p>2、基于 Hadoop高性能计算平台，构建相关领域的算法研究以及同我司业务的匹配及应用转化；<p>3、以数据挖掘和数据分析为基础，发现新的产品改进点，探索新的产品形态；<p>4、跟踪业界最新的机器学习算法和研究趋势，并尝试将其应用于实际的生产环境。<p><p><p>任职资格<p>1、3年以上数据挖掘经验，扎实的计算机基本功，对计算机算法有深入的理解。<p>2、熟练掌握 C++、Python、Java 等其中的一种或几种编程语言，参与过实际工程项目，理解基本的编程模式。<p>3、使用过 Hadoop、Spark、MPI 等并行计算平台中的一种或几种者尤佳；<p>4、理解常用的机器学习和数据挖掘算法，并进行过相关的实践。,珠海 - 香洲区 - 上地 - 珠海市吉大景山路莲山巷8号金山软件大厦,金山办公软件,移动互联网,上市公司,2000人以上,,https://www.lagou.com/gongsi/7835.html,http://www.kingsoft.com/,https://www.lagou.com/jobs/3466359.html
